,Elevation,Aspect,Slope,Horizontal_Distance_To_Hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Hillshade_3pm,Horizontal_Distance_To_Fire_Points,Soil_Type1,Soil_Type2,Soil_Type3,Soil_Type4,Soil_Type5,Soil_Type6,Soil_Type7,Soil_Type8,Soil_Type9,Soil_Type10,Soil_Type11,Soil_Type12,Soil_Type13,Soil_Type14,Soil_Type15,Soil_Type16,Soil_Type17,Soil_Type18,Soil_Type19,Soil_Type20,Soil_Type21,Soil_Type22,Soil_Type23,Soil_Type24,Soil_Type25,Soil_Type26,Soil_Type27,Soil_Type28,Soil_Type29,Soil_Type30,Soil_Type31,Soil_Type32,Soil_Type33,Soil_Type34,Soil_Type35,Soil_Type36,Soil_Type37,Soil_Type38,Soil_Type39,Soil_Type40,Forest_Cover,Neota,Rawah,Comanche Peak,Cache la Poudre
2471,2872.0,133.0,13.0,450.0,23.0,2800.0,234.0,236.0,134.0,2684.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lodgepole Pine,0,1,0,0
2473,2960.0,45.0,13.0,0.0,0.0,2388.0,218.0,226.0,143.0,510.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Spruce/Fir,0,1,0,0
2474,2972.0,129.0,20.0,255.0,49.0,4175.0,246.0,205.0,80.0,2700.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Lodgepole Pine,0,1,0,0
2476,2972.0,306.0,27.0,451.0,64.0,2014.0,217.0,214.0,143.0,1641.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Lodgepole Pine,0,0,1,0
2477,2016.0,47.0,13.0,30.0,10.0,1853.5,217.0,169.0,70.0,1641.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cottonwood/Willow,0,0,0,1
2478,2699.0,129.0,12.0,218.0,28.0,2197.0,212.0,214.0,143.0,1994.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Douglas-fir,0,0,1,0
2479,3079.0,129.0,5.0,938.0,158.0,1195.0,229.0,233.0,138.0,516.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Spruce/Fir,0,0,1,0
2480,2972.0,170.0,21.0,3144.0,21.0,2350.0,217.0,226.0,136.0,3254.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Lodgepole Pine,0,0,1,0
2483,2896.0,129.0,13.0,162.0,95.0,2609.0,217.0,253.0,143.0,649.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lodgepole Pine,0,0,1,0
2485,2316.0,129.0,26.0,60.0,35.0,1410.0,146.0,241.0,228.0,769.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Douglas-fir,0,0,0,1
2488,3068.0,22.0,4.0,306.0,67.0,2185.0,217.0,226.0,150.0,2724.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Spruce/Fir,0,0,1,0
2492,2734.0,206.0,39.0,67.0,51.0,1867.0,217.0,241.0,143.0,1136.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lodgepole Pine,0,0,1,0
2493,3135.0,122.0,13.0,120.0,-3.0,1271.0,217.0,235.0,143.0,2244.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Spruce/Fir,0,1,0,0
2495,2972.0,212.0,9.0,400.0,66.0,4477.0,212.0,249.0,143.0,1666.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Lodgepole Pine,0,1,0,0
2496,2657.0,348.0,10.0,218.0,70.0,1237.0,217.0,223.0,161.0,1091.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Lodgepole Pine,0,1,0,0
2497,2972.0,188.0,7.0,255.0,39.0,5356.0,221.0,245.0,159.0,3648.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Lodgepole Pine,0,1,0,0
2498,2972.0,318.0,18.0,633.0,66.0,698.0,170.0,221.0,189.0,979.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Spruce/Fir,1,0,0,0
2499,2864.0,229.0,13.0,330.0,78.0,2070.0,185.0,254.0,143.0,2040.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lodgepole Pine,0,0,1,0
2500,3167.0,297.0,7.0,218.0,20.0,2814.0,201.0,238.0,143.0,192.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Spruce/Fir,0,0,1,0
2502,2698.0,45.0,19.0,218.0,15.0,1495.0,221.0,194.0,99.0,875.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Lodgepole Pine,0,1,0,0
2503,2787.0,191.0,10.0,90.0,2.0,3144.0,217.0,248.0,161.0,1641.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lodgepole Pine,0,1,0,0
2506,2872.0,151.0,19.0,175.0,49.0,1853.5,240.0,236.0,117.0,942.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Aspen,0,0,1,0
2507,2972.0,332.0,14.0,218.0,16.0,1485.0,188.0,222.0,173.0,1641.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Spruce/Fir,0,0,1,0
2508,3361.0,74.0,32.0,365.0,111.0,1958.0,238.0,162.0,29.0,2366.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Spruce/Fir,0,0,1,0
2509,2916.0,137.0,13.0,150.0,30.0,3483.0,217.0,235.0,143.0,2049.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lodgepole Pine,0,1,0,0
2511,2599.0,349.0,8.0,525.0,38.0,658.0,205.0,226.0,160.0,768.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ponderosa Pine,0,0,1,0
2513,3333.0,129.0,10.0,42.0,-5.0,4474.0,237.0,226.0,143.0,4050.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Krummholz,0,0,1,0
2516,3366.0,196.0,6.0,201.0,2.0,2563.0,219.0,226.0,143.0,540.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Krummholz,0,0,1,0
2517,3011.0,73.0,7.0,0.0,0.0,4906.0,229.0,226.0,131.0,2832.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lodgepole Pine,0,1,0,0
2519,2029.0,87.0,34.0,90.0,81.0,120.0,246.0,165.0,19.0,90.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ponderosa Pine,0,0,0,1
2521,2850.0,129.0,31.0,242.0,4.0,805.0,166.0,251.0,143.0,566.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lodgepole Pine,0,0,1,0
2522,2795.0,317.0,10.0,190.0,31.0,1600.0,217.0,231.0,178.0,1452.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Spruce/Fir,0,0,1,0
2523,2972.0,116.0,13.0,638.0,175.0,2074.0,233.0,233.0,133.0,1610.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Krummholz,0,1,0,0
2524,2985.0,334.0,29.0,319.0,12.0,1026.0,142.0,189.0,143.0,1641.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Lodgepole Pine,0,0,1,0
2527,2762.0,129.0,8.0,247.0,39.0,2601.0,234.0,230.0,128.0,1641.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Spruce/Fir,0,1,0,0
2528,3054.0,129.0,10.0,351.0,79.0,2991.0,238.0,229.0,121.0,6246.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Spruce/Fir,0,1,0,0
2529,2350.0,279.0,14.0,218.0,84.0,1170.0,180.0,241.0,200.0,459.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Douglas-fir,0,0,0,1
2532,2972.0,129.0,10.0,218.0,74.0,2466.0,217.0,221.0,120.0,2416.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lodgepole Pine,0,0,1,0
2533,2972.0,17.0,19.0,362.0,689.0,3335.0,200.0,196.0,128.0,2177.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Krummholz,0,0,1,0
2534,3225.0,129.0,12.0,218.0,208.0,2068.0,204.0,216.0,143.0,2249.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Krummholz,0,0,1,0
2535,2972.0,129.0,2.0,256.0,23.0,5461.0,218.0,234.0,153.0,2326.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Spruce/Fir,0,1,0,0
2538,3028.0,97.0,16.0,150.0,21.0,2975.0,217.0,226.0,96.0,2042.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Lodgepole Pine,0,0,1,0
2539,2972.0,129.0,6.0,0.0,0.0,2358.0,215.0,228.0,150.0,2836.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Spruce/Fir,0,1,0,0
2541,2961.0,129.0,10.0,218.0,17.0,90.0,217.0,250.0,180.0,1142.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Lodgepole Pine,0,0,1,0
2543,2138.0,136.0,33.0,67.0,38.0,886.0,217.0,206.0,57.0,234.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cottonwood/Willow,0,0,0,1
2545,3446.0,88.0,8.0,218.0,-2.0,1888.0,217.0,227.0,126.0,1641.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Spruce/Fir,1,0,0,0
2548,2972.0,129.0,10.0,192.0,38.0,25383.0,234.0,222.0,119.0,2241.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lodgepole Pine,0,1,0,0
2549,2750.0,259.0,28.0,67.0,15.0,1853.5,217.0,242.0,143.0,1567.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lodgepole Pine,0,0,1,0
2550,2972.0,96.0,9.0,0.0,0.0,4602.0,234.0,228.0,143.0,3686.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Spruce/Fir,0,1,0,0
2553,3329.0,26.0,18.0,30.0,11.0,3948.0,217.0,198.0,120.0,1539.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Spruce/Fir,0,1,0,0
2555,2972.0,106.0,16.0,3144.0,-613.0,2505.0,217.0,218.0,143.0,3240.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Spruce/Fir,0,1,0,0
2556,2853.0,129.0,14.0,268.0,104.0,1950.0,232.0,244.0,140.0,900.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lodgepole Pine,0,0,1,0
2557,3026.0,176.0,15.0,779.0,135.0,2971.0,226.0,247.0,149.0,1873.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Lodgepole Pine,0,0,1,0
2558,3001.0,339.0,31.0,335.0,54.0,2778.0,139.0,180.0,170.0,446.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Lodgepole Pine,0,0,1,0
2560,2972.0,129.0,30.0,466.0,150.0,990.0,217.0,197.0,143.0,1470.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Lodgepole Pine,0,0,1,0
2561,2766.0,71.0,14.0,277.0,16.0,1671.0,235.0,213.0,107.0,1872.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Lodgepole Pine,0,1,0,0
2562,3087.0,340.0,6.0,42.0,-3.0,3918.0,217.0,231.0,163.0,1917.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Spruce/Fir,0,1,0,0
2565,2972.0,27.0,14.0,459.0,152.0,4744.0,213.0,210.0,130.0,1641.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Spruce/Fir,0,1,0,0
2566,2995.0,0.0,7.0,430.0,76.0,5001.0,210.0,227.0,143.0,5878.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Spruce/Fir,0,1,0,0
2569,3173.0,276.0,2.0,361.0,11.0,4290.0,213.0,226.0,143.0,997.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Spruce/Fir,0,1,0,0
2570,2817.0,180.0,1.0,170.0,23.0,1173.0,219.0,239.0,157.0,1641.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lodgepole Pine,0,0,1,0
2571,2972.0,310.0,26.0,67.0,30.0,812.0,217.0,213.0,207.0,1451.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ponderosa Pine,0,0,0,1
2572,3077.0,45.0,0.0,42.0,1.0,1310.0,218.0,237.0,143.0,1641.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Spruce/Fir,0,1,0,0
2573,3238.0,233.0,2.0,391.0,59.0,1853.5,215.0,241.0,143.0,2871.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Spruce/Fir,0,1,0,0
2574,2932.0,129.0,11.0,371.0,36.0,1853.5,200.0,226.0,143.0,5284.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Lodgepole Pine,0,1,0,0
2575,2695.0,180.0,13.0,0.0,0.0,990.0,217.0,226.0,143.0,1840.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Spruce/Fir,0,0,1,0
2576,2929.0,129.0,8.0,242.0,14.0,3908.0,217.0,223.0,140.0,5662.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Lodgepole Pine,0,1,0,0
2578,2248.0,137.0,26.0,162.0,90.0,1443.0,217.0,221.0,143.0,853.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cottonwood/Willow,0,0,0,1
2579,3197.0,325.0,17.0,805.0,-5.0,1332.0,217.0,220.0,182.0,1518.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Spruce/Fir,0,0,1,0
2581,2966.0,341.0,13.0,594.0,186.0,684.0,217.0,215.0,168.0,1410.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Lodgepole Pine,0,0,1,0
2582,2674.0,15.0,7.0,42.0,1.0,1853.5,214.0,226.0,149.0,323.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lodgepole Pine,0,1,0,0
2583,2910.0,337.0,21.0,339.0,50.0,830.0,170.0,207.0,143.0,1383.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Lodgepole Pine,0,0,1,0
2584,2904.0,26.0,9.0,67.0,12.0,1632.0,216.0,220.0,143.0,1641.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lodgepole Pine,0,0,1,0
2585,2972.0,66.0,18.0,362.0,87.0,5118.0,235.0,201.0,92.0,1641.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Lodgepole Pine,0,1,0,0
2586,2695.0,156.0,11.0,218.0,145.0,2423.0,233.0,241.0,139.0,1641.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ponderosa Pine,0,0,1,0
2587,2258.0,32.0,16.0,30.0,689.0,1853.5,215.0,203.0,120.0,765.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Douglas-fir,0,0,0,1
2588,3013.0,35.0,13.0,30.0,-2.0,997.0,219.0,231.0,148.0,2507.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Lodgepole Pine,0,1,0,0
2589,2972.0,169.0,6.0,162.0,9.0,5408.0,225.0,243.0,152.0,1889.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Spruce/Fir,0,1,0,0
2591,2688.0,53.0,5.0,30.0,1.0,134.0,217.0,229.0,142.0,977.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lodgepole Pine,0,0,1,0
2592,3305.0,129.0,19.0,382.0,71.0,4496.0,177.0,207.0,143.0,1208.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Spruce/Fir,0,0,1,0
2593,3270.0,129.0,3.0,242.0,5.0,899.0,225.0,237.0,148.0,2348.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Spruce/Fir,0,1,0,0
2594,2929.0,129.0,22.0,577.0,-12.0,1853.5,207.0,226.0,108.0,17774.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Spruce/Fir,0,0,1,0
2595,3073.0,129.0,16.0,192.0,37.0,3093.0,217.0,253.0,188.0,1641.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lodgepole Pine,0,0,1,0
2596,2944.0,187.0,10.0,242.0,69.0,4322.0,222.0,248.0,159.0,1641.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lodgepole Pine,0,1,0,0
2598,2833.0,129.0,16.0,134.0,31.0,1492.0,182.0,218.0,175.0,2701.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Lodgepole Pine,0,0,1,0
2602,2972.0,129.0,13.0,677.0,56.0,25383.0,217.0,197.0,143.0,1601.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Krummholz,0,0,1,0
2603,3332.0,116.0,13.0,792.0,216.0,2794.0,217.0,226.0,143.0,2534.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Krummholz,0,0,1,0
2604,2753.0,73.0,13.0,480.0,23.0,2568.0,217.0,215.0,110.0,2103.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lodgepole Pine,0,0,1,0
2605,2391.0,129.0,19.0,3144.0,17.0,1853.5,238.0,201.0,87.0,1641.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ponderosa Pine,0,0,0,1
2606,3218.0,103.0,17.0,0.0,0.0,2398.0,247.0,215.0,143.0,4039.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Spruce/Fir,1,0,0,0
2607,2958.0,250.0,14.0,108.0,28.0,2636.0,188.0,249.0,143.0,1641.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Lodgepole Pine,0,0,1,0
2608,2972.0,159.0,18.0,630.0,65.0,1853.5,217.0,240.0,128.0,2349.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Spruce/Fir,0,1,0,0
2609,2809.0,112.0,16.0,42.0,689.0,2233.0,246.0,221.0,99.0,1071.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lodgepole Pine,0,0,1,0
2611,2252.0,355.0,19.0,331.0,108.0,541.0,186.0,204.0,153.0,242.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lodgepole Pine,0,0,0,1
